Land_ID,District,Taluk,Village,Survey_No,Extent_Hectares,Area_Sqft,Soil_pH,No_of_Owners,Ownership_Type,Land_Type,Soil_Type,Flood_Risk,Water_Availability,Document_Issue,Owner_Objection,Court_Case,Compensation_Status,FMB,A_Register,Document_Verified,Objection,Acquisition_Days,Delay_Status,Delay_Risk_Band,latitude,longitude,Source_Reference
ACQ_SYN_000087,Cuddalore,Cuddalore,Sriperumbudur 20,47/187,12.9073,1389328.35,8.5,17,Joint,Residential,Saline,No,Yes,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,58.0,No Delay,Low,11.7673981412274,79.60685635404761,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000088,Krishnagiri,Krishnagiri,Samayapuram 16,154/600,10.7848,1160865.55,6.8,5,Joint,Commercial,Red Soil,No,No,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,162.0,Delayed,High,12.526960514125,78.22611941706431,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000089,Coimbatore,Coimbatore,Karanai 9,375/1474,5.1177,550868.07,8.7,11,Joint,Residential,Saline,No,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.056477888467848,77.00003147997502,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000090,Salem,Salem,Siruseri 8,404/1598,3.4329,369509.85,6.6,6,Joint,Forest,Loamy,No,No,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,11.668934367496192,78.11978953214668,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000091,Tiruchirappalli,Tiruchirappalli,Karanai 17,213/836,3.2473,349537.33,6.4,14,Joint,Coastal,Sandy,Yes,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.799746034436977,78.65037917397852,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000092,Villupuram,Villupuram,Oragadam 5,391/1545,15.3779,1655262.65,8.6,20,Joint,Residential,Saline,Yes,Yes,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,285.0,Delayed,High,11.98981677375776,79.49269275974713,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000093,Chennai,Chennai,Perungalathur 6,407/1616,7.4698,804038.95,7.1,19,Joint,Residential,Urban Fill,No,Yes,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,13.064854102692443,80.27355604409149,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000094,Chennai,Chennai,Manapakkam 10,191/744,7.8659,846679.75,6.5,18,Joint,Barren,Loamy,No,No,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,154.0,Delayed,High,13.070554422594189,80.25296170301024,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000095,Salem,Salem,Perungalathur 17,434/1724,24.0454,2588222.63,7.5,19,Joint,Forest,Black Cotton,No,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,153.0,Delayed,High,11.645408180191266,78.15460648376995,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000096,Erode,Erode,Karanai 7,142/554,10.6571,1147119.97,7.5,12,Joint,Barren,Black Cotton,No,Yes,Available,No,No,Verification pending,Yes,Yes,Yes,No,294.0,Delayed,High,11.380814864745943,77.65281680129557,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000097,Thanjavur,Thanjavur,Thogamalai 5,119/460,23.1176,2488361.2,7.0,13,Joint,Industrial,Alluvial,Yes,Yes,Available,Yes,No,Objection enquiry,Yes,Yes,Yes,Yes,160.0,Delayed,High,10.821999818675293,79.16619139858183,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000098,Namakkal,Namakkal,Kallikudi 4,336/1310,13.7357,1478502.91,8.4,6,Joint,Agricultural,Saline,No,No,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,28.0,No Delay,Low,11.178384820546922,78.19489524440502,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000099,Thanjavur,Thanjavur,Karanai 17,310/1222,14.4367,1553949.05,6.6,10,Joint,Residential,Loamy,Yes,Yes,Not Available,No,No,Verification completed,No,Yes,No,No,139.0,Delayed,High,10.846621536125358,79.1564036309762,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000100,Vellore,Vellore,Ayappan Pattinam 16,69/269,15.0935,1624652.64,7.1,16,Joint,Commercial,Alluvial,Yes,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,60.0,No Delay,Low,12.883900720162815,79.10674333626996,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000101,Salem,Salem,Karanai 15,404/1599,19.2335,2070271.8,7.1,6,Joint,Industrial,Urban Fill,No,No,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,11.644862806780788,78.16509530372569,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000102,Ranipet,Ranipet,Thogamalai 6,101/384,9.4011,1011929.62,8.9,12,Joint,Forest,Saline,No,No,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,12.886138569528985,79.32555696269934,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000103,Villupuram,Villupuram,Oragadam 5,391/1545,15.4086,1658563.47,8.5,20,Joint,Residential,Saline,Yes,Yes,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,285.0,Delayed,High,11.999058208492867,79.50311347976955,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000104,Tiruchirappalli,Tiruchirappalli,Karanai 1,5/15,10.7293,1154891.49,7.5,5,Joint,Forest,Alluvial,No,Yes,Not Available,Yes,No,Objection enquiry,Yes,Yes,No,Yes,495.0,Delayed,High,10.761569400336604,78.68287701704328,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000105,Cuddalore,Cuddalore,Sholinganallur 5,387/1530,18.2348,1962778.09,7.7,16,Joint,Barren,Black Cotton,Yes,Yes,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,369.0,Delayed,High,11.749078370538252,79.59713120569111,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000106,Cuddalore,Cuddalore,Sriperumbudur 3,383/1511,7.8283,842630.61,6.7,10,Joint,Industrial,Red Soil,Yes,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.750631297249232,79.68096368140215,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000107,Cuddalore,Cuddalore,Kallikudi 9,380/1498,17.9765,1934974.7,6.6,14,Joint,Agricultural,Red Soil,No,No,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,11.718526075716063,79.634153612407,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000108,Chengalpattu,Chengalpattu,Thogamalai 7,325/1276,18.3198,1971925.1,6.4,11,Joint,Agricultural,Loamy,No,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,100.0,Delayed,Medium,12.68931473887386,79.99921922943867,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000109,Kancheepuram,Kancheepuram,Oragadam 10,229/905,20.6939,2227471.72,7.0,6,Joint,Commercial,Red Soil,No,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,89.0,Delayed,Medium,12.860397569429944,79.6802961130238,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000110,Thanjavur,Thanjavur,Pammalur 16,347/1354,3.3726,363023.51,7.5,14,Joint,Residential,Black Cotton,No,No,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,288.0,Delayed,High,10.749339556701408,79.21077788497148,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000111,Erode,Erode,Ayappan Pattinam 14,137/532,21.221,2284209.91,7.4,5,Joint,Residential,Alluvial,Yes,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,196.0,Delayed,High,11.302793230688511,77.65951794177126,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000112,Cuddalore,Cuddalore,Pudur 12,381/1499,9.3263,1003876.47,6.9,11,Joint,Barren,Red Soil,Yes,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,32.0,No Delay,Low,11.785487652986289,79.60942847468188,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000113,Dharmapuri,Dharmapuri,Nandambakkam 1,272/1067,14.0218,1509289.12,6.7,9,Joint,Residential,Red Soil,Yes,Yes,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,233.0,Delayed,High,12.10424238601914,78.13143905548424,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000114,Ranipet,Ranipet,Nandambakkam 6,224/881,6.8686,739329.32,7.5,11,Joint,Agricultural,Black Cotton,No,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,218.0,Delayed,High,12.914568537108948,79.35213865217233,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000115,Karur,Karur,Nandambakkam 13,248/971,15.3047,1647386.78,8.6,16,Joint,Industrial,Saline,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,90.0,Delayed,Medium,11.00563775541476,78.11720812855097,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000116,Krishnagiri,Krishnagiri,Nandambakkam 9,278/1092,17.6261,1897261.87,7.8,20,Joint,Industrial,Black Cotton,No,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,12.504204654572948,78.22580337255728,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000117,Salem,Salem,Thogamalai 2,18/72,13.6836,1472888.16,6.3,19,Joint,Industrial,Sandy,No,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,151.0,Delayed,High,11.612432692668518,78.14982581076566,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000118,Vellore,Vellore,Ayappan Pattinam 16,69/269,14.7262,1585111.91,7.3,16,Joint,Commercial,Alluvial,Yes,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,60.0,No Delay,Low,12.874881046693568,79.11633322383953,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000119,Thanjavur,Thanjavur,Ayappan Pattinam 11,122/472,24.0426,2587923.57,7.7,7,Joint,Commercial,Alluvial,Yes,Yes,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,145.0,Delayed,High,10.834471750515515,79.12399036639869,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000120,Tiruchirappalli,Tiruchirappalli,Sriperumbudur 6,57/220,21.8047,2347034.47,6.1,16,Joint,Barren,Sandy,No,No,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,0.0,No Delay,Low,10.769858598797688,78.63533162710131,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000121,Tiruchirappalli,Tiruchirappalli,Thogamalai 12,215/844,23.0698,2483208.36,6.2,5,Joint,Commercial,Loamy,No,No,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,103.0,Delayed,Medium,10.740567170793923,78.71510948536186,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000122,Tiruvallur,Tiruvallur,Samayapuram 8,327/1283,10.2834,1106894.97,7.2,10,Joint,Industrial,Urban Fill,Yes,Yes,Available,No,No,Verification pending,Yes,Yes,Yes,No,316.0,Delayed,High,13.165619215779966,79.9710005367118,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000123,Chengalpattu,Chengalpattu,Sholinganallur 12,320/1256,7.9458,855284.15,8.7,19,Joint,Agricultural,Saline,No,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,276.0,Delayed,High,12.705315227547228,80.00076400932379,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000124,Kancheepuram,Kancheepuram,Oragadam 10,229/905,21.4791,2311986.8,7.1,6,Joint,Commercial,Red Soil,No,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,89.0,Delayed,Medium,12.849287800677567,79.67274619505298,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000125,Thanjavur,Thanjavur,Perungalathur 5,414/1641,14.0871,1516317.76,6.7,13,Joint,Residential,Loamy,No,No,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,0.0,No Delay,Low,10.78015289576434,79.11473927442015,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000126,Krishnagiri,Krishnagiri,Neelambur 19,277/1085,16.0503,1727638.63,7.3,6,Joint,Commercial,Urban Fill,Yes,Yes,Not Available,No,No,Verification completed,Yes,Yes,Yes,No,59.0,No Delay,Low,12.571060232373275,78.20491052426412,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000127,Tirunelveli,Tirunelveli,Manapakkam 7,35/152,10.4694,1126914.92,8.3,7,Joint,Residential,Black Cotton,Yes,Yes,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,275.0,Delayed,High,8.756735513754256,77.70734943344591,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000128,Coimbatore,Coimbatore,Pudur 2,374/1469,21.9704,2364878.41,6.2,8,Joint,Residential,Loamy,No,Yes,Available,No,No,To be paid,Yes,Yes,Yes,No,193.0,Delayed,High,11.026294431275442,76.97047966230994,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000129,Krishnagiri,Krishnagiri,Neelambur 3,280/1103,4.7251,508607.32,6.0,9,Joint,Commercial,Sandy,Yes,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,12.548504611707436,78.24193344245903,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000130,Thanjavur,Thanjavur,Perungalathur 2,310/1219,17.2962,1861745.74,6.6,10,Joint,Industrial,Red Soil,Yes,Yes,Not Available,No,No,Verification completed,No,Yes,No,No,139.0,Delayed,High,10.75546835803336,79.12252689416688,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000131,Krishnagiri,Krishnagiri,Neelambur 19,277/1085,15.5929,1678410.33,7.1,6,Joint,Commercial,Urban Fill,Yes,Yes,Not Available,No,No,Verification completed,Yes,Yes,Yes,No,59.0,No Delay,Low,12.56476874081142,78.236720130257,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000132,Dharmapuri,Dharmapuri,Pudur 1,272/1063,11.7381,1263474.14,6.2,9,Joint,Forest,Loamy,Yes,Yes,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,233.0,Delayed,High,12.115684213326167,78.17985598076754,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000133,Cuddalore,Cuddalore,Pudur 2,42/174,18.2636,1965872.21,6.4,10,Joint,Coastal,Sandy,Yes,Yes,Available,No,No,Verification completed,Yes,Yes,Yes,No,139.0,Delayed,High,11.70305812743636,79.62339634334305,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000134,Dharmapuri,Dharmapuri,Thogamalai 17,274/1074,4.3643,469774.03,7.1,20,Joint,Agricultural,Urban Fill,No,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,172.0,Delayed,High,12.07995560054314,78.20808752937874,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000135,Cuddalore,Cuddalore,Sholinganallur 3,387/1526,17.6378,1898514.58,6.1,16,Joint,Barren,Loamy,No,Yes,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,369.0,Delayed,High,11.734212208318434,79.62532099736148,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000136,Krishnagiri,Krishnagiri,Ayappan Pattinam 19,150/584,18.4352,1984346.12,6.9,11,Joint,Coastal,Urban Fill,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,127.0,Delayed,High,12.57121806714384,78.29842327579024,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000137,Karur,Karur,Madhavaram 1,293/1157,22.7647,2450374.46,6.6,11,Joint,Industrial,Loamy,No,No,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,237.0,Delayed,High,10.980812974444088,78.04205450054697,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000138,Salem,Salem,Siruseri 13,15/60,11.4133,1228519.64,6.7,13,Joint,Commercial,Loamy,No,Yes,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,85.0,Delayed,Medium,11.620228416996364,78.17153317364628,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000139,Karur,Karur,Thogamalai 16,172/667,18.524,1993906.21,7.0,8,Joint,Forest,Loamy,No,No,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,10.966537645907591,78.04335225919074,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000140,Tiruchirappalli,Tiruchirappalli,Pudur 19,213/839,15.3997,1657614.97,9.3,14,Joint,Commercial,Saline,No,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.788144076978936,78.69109086643245,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000141,Chengalpattu,Chengalpattu,Padur 20,476/1886,14.8883,1602567.81,6.6,8,Joint,Residential,Loamy,No,No,Available,No,No,To be paid,Yes,Yes,Yes,No,0.0,No Delay,Low,12.651848422415409,79.9510006444936,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000142,Krishnagiri,Krishnagiri,Madhavaram 19,108/412,13.6465,1468898.27,6.0,19,Joint,Residential,Sandy,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,149.0,Delayed,High,12.509096321773802,78.21358740844944,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000143,Erode,Erode,Padur 7,137/531,5.0503,543614.61,6.7,5,Joint,Agricultural,Urban Fill,Yes,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,196.0,Delayed,High,11.332831525038385,77.80112165503772,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000144,Kancheepuram,Kancheepuram,Sholinganallur 1,200/784,17.7795,1913771.6,8.0,5,Joint,Commercial,Black Cotton,No,Yes,Not Available,No,No,Verification completed,Yes,Yes,No,No,70.0,Delayed,Medium,12.785564519136994,79.6402951588801,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000145,Kancheepuram,Kancheepuram,Manapakkam 3,480/1905,12.9216,1390873.32,7.1,12,Joint,Residential,Alluvial,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,1.0,No Delay,Low,12.810100597691475,79.74834814655681,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000146,Erode,Erode,Pammalur 19,413/1638,5.2259,562515.81,6.1,8,Joint,Coastal,Sandy,Yes,No,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,74.0,Delayed,Medium,11.382131565123712,77.74447752600474,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000147,Salem,Salem,Nandambakkam 9,17/67,12.3508,1329433.32,7.0,8,Joint,Forest,Urban Fill,Yes,Yes,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.666305213336436,78.07614681429799,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000148,Vellore,Vellore,Samayapuram 6,117/449,5.5038,592424.24,7.3,7,Joint,Forest,Alluvial,Yes,Yes,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,12.951577553387716,79.1217666986097,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000149,Salem,Salem,Manapakkam 1,400/1577,24.9727,2688044.05,6.8,8,Joint,Forest,Loamy,No,No,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,228.0,Delayed,High,11.677308770321035,78.1504496680269,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000150,Karur,Karur,Oragadam 17,26/112,23.9038,2572982.81,6.5,14,Joint,Coastal,Loamy,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,38.0,No Delay,Low,10.977415129226356,78.0939695962118,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000151,Thanjavur,Thanjavur,Ayappan Pattinam 10,414/1643,24.3604,2622127.04,6.5,13,Joint,Agricultural,Loamy,No,No,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,0.0,No Delay,Low,10.774927923203794,79.16369752727776,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000152,Erode,Erode,Thogamalai 7,139/540,3.7487,403502.79,7.6,8,Joint,Barren,Black Cotton,No,No,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,69.0,Delayed,Medium,11.297306701718083,77.76727579798518,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000153,Vellore,Vellore,Pammalur 1,446/1761,16.1454,1737878.57,6.4,17,Joint,Agricultural,Red Soil,Yes,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,12.917044281003532,79.1211942461255,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000154,Madurai,Madurai,Samayapuram 1,145/564,16.5321,1779500.22,8.5,10,Joint,Commercial,Saline,No,No,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,209.0,Delayed,High,9.962232284532586,78.08738754276084,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000155,Tiruchirappalli,Tiruchirappalli,Pammalur 1,212/834,20.7411,2232552.34,8.6,11,Joint,Barren,Saline,No,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,199.0,Delayed,High,10.843741168234256,78.75739861070349,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000156,Chengalpattu,Chengalpattu,Madhavaram 19,324/1271,24.4102,2627489.52,7.6,10,Joint,Forest,Urban Fill,No,Yes,Available,No,No,To be paid,Yes,Yes,Yes,No,0.0,No Delay,Low,12.720507851440388,80.01992923488714,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000157,Tiruchirappalli,Tiruchirappalli,Padur 3,61/243,20.4199,2197983.56,6.5,19,Joint,Barren,Loamy,No,No,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,71.0,Delayed,Medium,10.783861642439833,78.76206477137329,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000158,Dharmapuri,Dharmapuri,Karanai 2,273/1069,8.7319,939898.61,8.1,12,Joint,Agricultural,Black Cotton,No,Yes,Not Available,No,No,To be paid,No,Yes,No,No,0.0,No Delay,Low,12.103456751407249,78.08370057836609,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000159,Karur,Karur,Padur 3,248/970,5.5417,596506.62,7.2,16,Joint,Commercial,Alluvial,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,90.0,Delayed,Medium,11.00116186453162,78.04957317632469,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000160,Cuddalore,Cuddalore,Sholinganallur 1,382/1505,10.3701,1116230.76,7.0,11,Joint,Residential,Alluvial,No,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.70342647228218,79.68209909804052,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000161,Kancheepuram,Kancheepuram,Siruseri 5,482/1912,7.9755,858471.49,7.1,10,Joint,Barren,Alluvial,No,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,171.0,Delayed,High,12.83140581887499,79.6390934914654,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000162,Chengalpattu,Chengalpattu,Madhavaram 1,325/1275,9.4328,1015343.13,6.6,11,Joint,Coastal,Red Soil,Yes,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,100.0,Delayed,Medium,12.707854956892117,79.95576044489252,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000163,Kancheepuram,Kancheepuram,Padur 13,201/786,3.6072,388278.24,7.0,10,Joint,Barren,Loamy,Yes,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,12.835981549380753,79.68752239220095,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000164,Kancheepuram,Kancheepuram,Madhavaram 11,199/780,19.234,2070326.3,6.6,13,Joint,Agricultural,Red Soil,No,Yes,Available,No,No,Verification completed,Yes,Yes,Yes,No,176.0,Delayed,High,12.868628803375886,79.73482748631297,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000165,Vellore,Vellore,Madhavaram 18,204/803,7.0409,757873.1,7.4,9,Joint,Commercial,Urban Fill,Yes,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,81.0,Delayed,Medium,12.881454551520228,79.10727626062739,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000166,Salem,Salem,Pudur 12,396/1563,19.5341,2102638.16,6.6,19,Joint,Residential,Red Soil,Yes,Yes,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,0.0,No Delay,Low,11.658255071770952,78.17436709005085,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000167,Namakkal,Namakkal,Perungalathur 3,158/617,14.7966,1592695.98,8.8,15,Joint,Residential,Saline,No,No,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.252162608192991,78.19179171735139,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000168,Krishnagiri,Krishnagiri,Perungalathur 8,83/321,12.6855,1365454.34,6.6,20,Joint,Forest,Loamy,No,No,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,12.55033125535026,78.20986202461988,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_000169,Tiruchirappalli,Tiruchirappalli,Thogamalai 9,165/642,15.142,1629874.02,7.2,14,Joint,Commercial,Urban Fill,No,No,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,135.0,Delayed,High,10.731753654046958,78.65246180105395,AcquiSight 20K Synthetic Augmented Dataset
