parcel_id,la_case_id,village_name,tehsil,district,state,area_ha,land_use_type,soil_class,irrigation_status,market_value_per_ha_inr,compensation_rate_per_ha_inr,latitude,longitude
187,47,Sriperumbudur 20,Cuddalore,Cuddalore,Tamil Nadu,13.02,Residential,Saline,Partly Irrigated,11993327,16186488,11.77027,79.61339
188,48,Oragadam 14,Cuddalore,Cuddalore,Tamil Nadu,12.78,Industrial,Loamy,Irrigated,14858875,19570443,11.75752,79.6323
189,48,Pudur 4,Cuddalore,Cuddalore,Tamil Nadu,8.02,Residential,Sandy,Non-Irrigated,9676148,10880067,11.68756,79.61226
190,48,Padur 2,Cuddalore,Cuddalore,Tamil Nadu,13.08,Barren,Loamy,Non-Irrigated,16729082,20122932,11.74448,79.61107
191,48,Oragadam 19,Cuddalore,Cuddalore,Tamil Nadu,7.02,Industrial,Loamy,Partly Irrigated,18759739,24308306,11.76782,79.70577
192,48,Samayapuram 2,Cuddalore,Cuddalore,Tamil Nadu,8.9,Barren,Black Cotton,Irrigated,11522796,15489895,11.78971,79.65136
193,49,Oragadam 11,Cuddalore,Cuddalore,Tamil Nadu,20.53,Coastal,Saline,Irrigated,10216268,11529769,11.76924,79.70105
194,49,Kelambakkam 1,Cuddalore,Cuddalore,Tamil Nadu,9.39,Industrial,Saline,Partly Irrigated,12139483,14344765,11.76758,79.60277
195,50,Ayappan Pattinam 14,Thoothukudi,Thoothukudi,Tamil Nadu,9.62,Industrial,Black Cotton,Partly Irrigated,35850090,43898089,8.80735,78.07343
196,50,Oragadam 11,Thoothukudi,Thoothukudi,Tamil Nadu,21.12,Barren,Alluvial,Non-Irrigated,41415575,53651618,8.77044,78.01604
197,51,Padur 17,Thoothukudi,Thoothukudi,Tamil Nadu,14.22,Barren,Red Soil,Irrigated,8105935,10723204,8.8107,78.00698
198,51,Karanai 2,Thoothukudi,Thoothukudi,Tamil Nadu,17.14,Commercial,Alluvial,Non-Irrigated,10776116,11926301,8.78065,78.04394
199,51,Perungalathur 14,Thoothukudi,Thoothukudi,Tamil Nadu,10.84,Forest,Urban Fill,Non-Irrigated,8957137,11411990,8.77466,78.03118
200,51,Perungalathur 2,Thoothukudi,Thoothukudi,Tamil Nadu,8.52,Residential,Urban Fill,Partly Irrigated,21225307,24201884,8.7567,78.09259
201,51,Karanai 1,Thoothukudi,Thoothukudi,Tamil Nadu,16.05,Residential,Alluvial,Non-Irrigated,10738005,11863059,8.7331,78.01545
202,52,Padur 19,Thoothukudi,Thoothukudi,Tamil Nadu,21.78,Forest,Alluvial,Non-Irrigated,52137276,62778387,8.70974,78.05966
203,52,Ayappan Pattinam 17,Thoothukudi,Thoothukudi,Tamil Nadu,22.58,Industrial,Alluvial,Irrigated,59418106,78438160,8.73454,78.07513
204,53,Pudur 9,Thoothukudi,Thoothukudi,Tamil Nadu,16.53,Residential,Urban Fill,Partly Irrigated,11511488,14818884,8.77985,78.06333
205,53,Pammalur 10,Thoothukudi,Thoothukudi,Tamil Nadu,4.48,Commercial,Red Soil,Partly Irrigated,11386487,14245609,8.79826,78.03781
206,53,Ayappan Pattinam 19,Thoothukudi,Thoothukudi,Tamil Nadu,19.7,Residential,Loamy,Irrigated,9597557,11528432,8.70878,78.05275
207,54,Madhavaram 4,Thoothukudi,Thoothukudi,Tamil Nadu,24.16,Commercial,Black Cotton,Non-Irrigated,71483297,83425168,8.79271,78.03537
208,54,Madhavaram 1,Thoothukudi,Thoothukudi,Tamil Nadu,4.06,Coastal,Alluvial,Partly Irrigated,50107727,61346309,8.72078,78.06869
209,54,Pammalur 10,Thoothukudi,Thoothukudi,Tamil Nadu,3.28,Coastal,Saline,Non-Irrigated,69111244,87458132,8.79286,78.03232
210,55,Pammalur 15,Thoothukudi,Thoothukudi,Tamil Nadu,24.95,Residential,Sandy,Irrigated,13097749,16422411,8.71818,78.07685
211,55,Perungalathur 16,Thoothukudi,Thoothukudi,Tamil Nadu,22.14,Residential,Saline,Irrigated,12125214,15711454,8.72382,78.07568
212,55,Kelambakkam 13,Thoothukudi,Thoothukudi,Tamil Nadu,19.53,Commercial,Black Cotton,Non-Irrigated,5717225,6659724,8.80018,78.09615
213,55,Padur 4,Thoothukudi,Thoothukudi,Tamil Nadu,4.85,Commercial,Sandy,Non-Irrigated,11907485,13308307,8.77538,78.0914
214,56,Kelambakkam 5,Thoothukudi,Thoothukudi,Tamil Nadu,7.99,Residential,Red Soil,Non-Irrigated,11929926,15778071,8.79311,78.09929
215,56,Nandambakkam 7,Thoothukudi,Thoothukudi,Tamil Nadu,24.98,Forest,Urban Fill,Non-Irrigated,13349829,14294484,8.7479,78.04293
216,56,Madhavaram 14,Thoothukudi,Thoothukudi,Tamil Nadu,19.27,Agricultural,Loamy,Irrigated,23916396,31878920,8.7454,78.05668
217,56,Kallikudi 12,Thoothukudi,Thoothukudi,Tamil Nadu,7.72,Coastal,Alluvial,Irrigated,11491671,14960783,8.75948,78.0124
218,56,Perungalathur 10,Thoothukudi,Thoothukudi,Tamil Nadu,16.44,Forest,Saline,Partly Irrigated,8042116,8707434,8.80351,78.03891
219,56,Manapakkam 16,Thoothukudi,Thoothukudi,Tamil Nadu,11.28,Forest,Saline,Non-Irrigated,21817288,24910190,8.71201,78.09166
220,57,Sriperumbudur 6,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,22.39,Barren,Sandy,Non-Irrigated,37345862,40316612,10.77044,78.64279
221,57,Thogamalai 15,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,7.92,Commercial,Saline,Non-Irrigated,62441511,69903203,10.7796,78.75715
222,57,Kallikudi 16,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,22.87,Commercial,Saline,Non-Irrigated,71518622,89389823,10.75346,78.75932
223,57,Kelambakkam 3,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,23.74,Commercial,Saline,Non-Irrigated,51470685,65521812,10.77289,78.69057
224,57,Kelambakkam 9,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,3.62,Barren,Red Soil,Non-Irrigated,40894143,52029980,10.77411,78.66339
225,58,Sholinganallur 11,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,18.99,Barren,Alluvial,Partly Irrigated,12728540,15103953,10.7559,78.70618
226,58,Neelambur 14,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,5.12,Industrial,Sandy,Partly Irrigated,7887898,10423470,10.77257,78.64772
227,58,Nandambakkam 3,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,24.2,Barren,Red Soil,Partly Irrigated,11061500,14916087,10.83578,78.64858
228,58,Oragadam 12,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,11.66,Commercial,Black Cotton,Irrigated,13054742,16242862,10.82741,78.75379
229,58,Ayappan Pattinam 3,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,16.19,Barren,Sandy,Partly Irrigated,11033599,12917906,10.81573,78.71202
230,58,Manapakkam 20,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,11.01,Coastal,Sandy,Irrigated,8827824,9304844,10.73462,78.65314
231,59,Perungalathur 17,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,11.47,Forest,Saline,Partly Irrigated,71966766,76752384,10.80087,78.73691
232,59,Pammalur 3,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,11.71,Coastal,Saline,Partly Irrigated,42144103,49275377,10.76633,78.75827
233,59,Sriperumbudur 19,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,23.58,Agricultural,Saline,Irrigated,42941552,45344476,10.78671,78.67543
234,59,Siruseri 9,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,24.9,Coastal,Sandy,Partly Irrigated,55932911,67622014,10.76403,78.70876
235,59,Kallikudi 6,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9.6,Forest,Red Soil,Partly Irrigated,56761026,68768184,10.74892,78.71806
236,60,Madhavaram 11,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,17.73,Industrial,Urban Fill,Non-Irrigated,14263630,18899374,10.80688,78.71887
237,60,Pudur 11,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,21.91,Commercial,Urban Fill,Irrigated,19034602,23363732,10.77362,78.68652
238,60,Thogamalai 9,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,18.4,Industrial,Saline,Non-Irrigated,12343807,14053649,10.73549,78.65079
239,60,Madhavaram 14,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,7.71,Residential,Loamy,Irrigated,10375478,11502467,10.80545,78.64854
240,60,Madhavaram 3,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,24.42,Barren,Red Soil,Irrigated,20363152,23532069,10.82955,78.64926
241,60,Ayappan Pattinam 15,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,3.87,Coastal,Saline,Irrigated,15481925,16413391,10.84829,78.68179
242,61,Kelambakkam 5,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,16.41,Barren,Saline,Non-Irrigated,9495697,10650233,10.81477,78.65639
243,61,Padur 3,Tiruchirappalli,Tiruchirappalli,Tamil Nadu,20.04,Barren,Loamy,Non-Irrigated,13865170,17969786,10.78153,78.75501
244,62,Pammalur 17,Vellore,Vellore,Tamil Nadu,7.11,Forest,Black Cotton,Irrigated,18519479,21940281,12.87583,79.10217
245,62,Pammalur 10,Vellore,Vellore,Tamil Nadu,20.56,Residential,Urban Fill,Irrigated,20115422,21423577,12.93421,79.08426
246,63,Siruseri 1,Vellore,Vellore,Tamil Nadu,3.33,Coastal,Sandy,Non-Irrigated,7425225,8832013,12.93074,79.13934
247,63,Ayappan Pattinam 19,Vellore,Vellore,Tamil Nadu,19.91,Residential,Alluvial,Partly Irrigated,23237152,27232727,12.94612,79.12941
248,64,Kelambakkam 7,Vellore,Vellore,Tamil Nadu,8.41,Agricultural,Black Cotton,Partly Irrigated,14176800,17847269,12.91517,79.12027
249,64,Neelambur 7,Vellore,Vellore,Tamil Nadu,4.53,Barren,Loamy,Irrigated,18323951,21588953,12.91579,79.17574
250,64,Kallikudi 18,Vellore,Vellore,Tamil Nadu,4.9,Forest,Loamy,Irrigated,9346825,11907892,12.88168,79.12045
251,64,Karanai 17,Vellore,Vellore,Tamil Nadu,18.82,Residential,Saline,Partly Irrigated,14422655,16406579,12.94721,79.10281
252,65,Thogamalai 14,Vellore,Vellore,Tamil Nadu,14.56,Forest,Saline,Irrigated,40114490,42904791,12.88565,79.09266
253,65,Pammalur 16,Vellore,Vellore,Tamil Nadu,15.11,Forest,Black Cotton,Irrigated,45907648,57587015,12.921,79.10026
254,66,Kelambakkam 13,Vellore,Vellore,Tamil Nadu,14.68,Forest,Red Soil,Irrigated,22280462,24789922,12.9052,79.14951
255,66,Padur 16,Vellore,Vellore,Tamil Nadu,9.39,Commercial,Urban Fill,Non-Irrigated,10528030,11107683,12.91393,79.11523
256,66,Padur 1,Vellore,Vellore,Tamil Nadu,9.21,Coastal,Urban Fill,Non-Irrigated,14634969,17816635,12.91812,79.09345
257,66,Siruseri 9,Vellore,Vellore,Tamil Nadu,6.78,Agricultural,Sandy,Non-Irrigated,9912987,11444568,12.94187,79.11262
258,66,Sholinganallur 17,Vellore,Vellore,Tamil Nadu,15.98,Barren,Loamy,Irrigated,15903453,20622615,12.90685,79.16618
259,67,Perungalathur 8,Vellore,Vellore,Tamil Nadu,24.99,Barren,Saline,Partly Irrigated,16656725,19291924,12.95755,79.14415
260,67,Kelambakkam 1,Vellore,Vellore,Tamil Nadu,24.05,Industrial,Urban Fill,Partly Irrigated,9814663,12042534,12.96293,79.09852
261,67,Ayappan Pattinam 10,Vellore,Vellore,Tamil Nadu,19.21,Industrial,Sandy,Partly Irrigated,17646015,21873581,12.95348,79.104
262,67,Nandambakkam 1,Vellore,Vellore,Tamil Nadu,23.13,Residential,Red Soil,Non-Irrigated,9356910,12393453,12.95311,79.13347
263,67,Pammalur 16,Vellore,Vellore,Tamil Nadu,14.06,Residential,Urban Fill,Non-Irrigated,17722032,21554039,12.92462,79.10714
264,68,Sholinganallur 12,Vellore,Vellore,Tamil Nadu,20.32,Forest,Red Soil,Non-Irrigated,62098901,76015361,12.95083,79.12852
265,68,Padur 9,Vellore,Vellore,Tamil Nadu,10.18,Barren,Loamy,Partly Irrigated,41651020,53414288,12.96988,79.12923
266,68,Siruseri 13,Vellore,Vellore,Tamil Nadu,19.86,Commercial,Urban Fill,Partly Irrigated,66497622,71129549,12.97065,79.08072
267,68,Pammalur 11,Vellore,Vellore,Tamil Nadu,19.13,Agricultural,Alluvial,Irrigated,66819688,83704347,12.91025,79.14392
268,69,Pudur 11,Vellore,Vellore,Tamil Nadu,11.83,Barren,Red Soil,Non-Irrigated,22014543,25908010,12.95283,79.0786
269,69,Ayappan Pattinam 16,Vellore,Vellore,Tamil Nadu,14.94,Commercial,Alluvial,Irrigated,11335416,13327341,12.88224,79.12709
270,70,Madhavaram 5,Erode,Erode,Tamil Nadu,22.04,Agricultural,Saline,Partly Irrigated,14111958,17195652,11.39036,77.73859
271,70,Siruseri 20,Erode,Erode,Tamil Nadu,15.72,Forest,Urban Fill,Non-Irrigated,20373341,22011105,11.35925,77.75486
272,71,Kelambakkam 17,Erode,Erode,Tamil Nadu,7.48,Barren,Black Cotton,Partly Irrigated,9755906,12670217,11.3724,77.68105
273,71,Kallikudi 17,Erode,Erode,Tamil Nadu,6.16,Barren,Black Cotton,Irrigated,7315074,7705539,11.33683,77.76878
274,71,Nandambakkam 1,Erode,Erode,Tamil Nadu,9.08,Coastal,Red Soil,Irrigated,21735303,24018392,11.35722,77.74313
275,71,Siruseri 11,Erode,Erode,Tamil Nadu,24.12,Coastal,Saline,Partly Irrigated,7573457,8733559,11.37849,77.77313
276,71,Padur 3,Erode,Erode,Tamil Nadu,14.08,Agricultural,Loamy,Non-Irrigated,19584408,23157924,11.38843,77.69265
277,71,Oragadam 11,Erode,Erode,Tamil Nadu,16.54,Barren,Sandy,Irrigated,13664364,17014971,11.28834,77.72193
278,72,Oragadam 3,Erode,Erode,Tamil Nadu,14.41,Forest,Loamy,Partly Irrigated,7484741,9464279,11.30144,77.67059
279,72,Sholinganallur 2,Erode,Erode,Tamil Nadu,21.42,Commercial,Saline,Partly Irrigated,19037205,25054343,11.36299,77.67882
280,72,Manapakkam 19,Erode,Erode,Tamil Nadu,13.22,Coastal,Saline,Irrigated,10320439,13472068,11.31084,77.71331
281,72,Ayappan Pattinam 18,Erode,Erode,Tamil Nadu,9.38,Industrial,Loamy,Non-Irrigated,13564258,15264027,11.36926,77.65597
282,72,Pammalur 15,Erode,Erode,Tamil Nadu,17.73,Commercial,Black Cotton,Non-Irrigated,9711673,11388871,11.33462,77.73139
283,73,Sriperumbudur 19,Erode,Erode,Tamil Nadu,21.17,Coastal,Alluvial,Irrigated,24907248,27646308,11.31603,77.66456
284,73,Sriperumbudur 6,Erode,Erode,Tamil Nadu,24.2,Coastal,Alluvial,Irrigated,14209866,16195919,11.33625,77.72367
285,73,Kallikudi 5,Erode,Erode,Tamil Nadu,3.53,Residential,Red Soil,Non-Irrigated,10266010,11115468,11.36127,77.76702
286,73,Siruseri 17,Erode,Erode,Tamil Nadu,12.42,Residential,Saline,Non-Irrigated,18844445,20709139,11.36529,77.7741
287,74,Pudur 11,Erode,Erode,Tamil Nadu,6.26,Forest,Black Cotton,Irrigated,7358527,8557975,11.36707,77.73297
288,74,Perungalathur 5,Erode,Erode,Tamil Nadu,22.89,Agricultural,Saline,Partly Irrigated,20410142,23590555,11.37726,77.67681
289,74,Padur 14,Erode,Erode,Tamil Nadu,20.6,Industrial,Sandy,Irrigated,19825954,23338174,11.36855,77.75123
290,75,Kelambakkam 16,Tiruvallur,Tiruvallur,Tamil Nadu,4.19,Barren,Black Cotton,Irrigated,9476661,10095707,13.08874,79.8985
291,75,Perungalathur 12,Tiruvallur,Tiruvallur,Tamil Nadu,13.64,Residential,Red Soil,Partly Irrigated,22714934,24730683,13.18043,79.85169
292,75,Manapakkam 9,Tiruvallur,Tiruvallur,Tamil Nadu,18.13,Commercial,Loamy,Irrigated,14777306,19251685,13.10519,79.94648
293,75,Perungalathur 13,Tiruvallur,Tiruvallur,Tamil Nadu,16.59,Coastal,Loamy,Partly Irrigated,19098273,23184270,13.20808,79.86831
294,75,Ayappan Pattinam 17,Tiruvallur,Tiruvallur,Tamil Nadu,19.75,Residential,Sandy,Partly Irrigated,17271294,22813986,13.16311,79.91588
295,76,Nandambakkam 9,Tiruvallur,Tiruvallur,Tamil Nadu,4.25,Coastal,Black Cotton,Irrigated,51320114,59192971,13.19443,79.84872
296,76,Neelambur 4,Tiruvallur,Tiruvallur,Tamil Nadu,3.21,Agricultural,Urban Fill,Irrigated,41235423,53002414,13.12729,79.96155
297,76,Kallikudi 14,Tiruvallur,Tiruvallur,Tamil Nadu,17.42,Commercial,Sandy,Non-Irrigated,44532263,47494654,13.12393,79.90056
298,76,Manapakkam 14,Tiruvallur,Tiruvallur,Tamil Nadu,24.87,Agricultural,Alluvial,Non-Irrigated,63902974,68134781,13.10462,79.97284
299,76,Samayapuram 6,Tiruvallur,Tiruvallur,Tamil Nadu,7.78,Industrial,Sandy,Irrigated,51596884,56310824,13.18167,79.90693
300,77,Siruseri 1,Tiruvallur,Tiruvallur,Tamil Nadu,24.99,Barren,Black Cotton,Partly Irrigated,6353549,7446796,13.18708,79.88163
301,77,Neelambur 20,Tiruvallur,Tiruvallur,Tamil Nadu,5.83,Commercial,Sandy,Irrigated,17282397,18417168,13.16014,79.96549
302,77,Samayapuram 5,Tiruvallur,Tiruvallur,Tamil Nadu,22.11,Residential,Saline,Partly Irrigated,16816354,17814235,13.1542,79.93216
303,77,Karanai 17,Tiruvallur,Tiruvallur,Tamil Nadu,5.41,Forest,Loamy,Irrigated,7691746,9277899,13.15159,79.86601
304,78,Sriperumbudur 12,Tiruvallur,Tiruvallur,Tamil Nadu,23.38,Barren,Saline,Non-Irrigated,12099819,15368098,13.14663,79.86878
305,78,Nandambakkam 5,Tiruvallur,Tiruvallur,Tamil Nadu,9.53,Coastal,Sandy,Irrigated,14610401,15835373,13.17289,79.93963
306,79,Karanai 7,Tiruvallur,Tiruvallur,Tamil Nadu,19.76,Forest,Sandy,Irrigated,12825927,14171710,13.21242,79.95692
307,79,Samayapuram 3,Tiruvallur,Tiruvallur,Tamil Nadu,20.08,Forest,Black Cotton,Irrigated,10378744,13406613,13.1456,79.95224
308,79,Samayapuram 16,Tiruvallur,Tiruvallur,Tamil Nadu,10.11,Barren,Red Soil,Non-Irrigated,24024548,28260190,13.09661,79.95003
309,79,Siruseri 2,Tiruvallur,Tiruvallur,Tamil Nadu,20.52,Barren,Saline,Partly Irrigated,11208168,12162959,13.16973,79.8861
310,79,Siruseri 4,Tiruvallur,Tiruvallur,Tamil Nadu,13.38,Forest,Black Cotton,Partly Irrigated,14024892,16225122,13.13473,79.93761
311,80,Pudur 9,Krishnagiri,Krishnagiri,Tamil Nadu,21.34,Residential,Urban Fill,Non-Irrigated,46855600,51161988,12.48513,78.20876
312,80,Sriperumbudur 15,Krishnagiri,Krishnagiri,Tamil Nadu,7.57,Commercial,Urban Fill,Partly Irrigated,47603720,56424938,12.56205,78.18559
313,81,Oragadam 6,Krishnagiri,Krishnagiri,Tamil Nadu,23.18,Commercial,Sandy,Non-Irrigated,56564809,74455586,12.51875,78.18393
314,81,Neelambur 2,Krishnagiri,Krishnagiri,Tamil Nadu,4.32,Agricultural,Urban Fill,Irrigated,73542417,88492431,12.54899,78.26004
315,81,Kallikudi 5,Krishnagiri,Krishnagiri,Tamil Nadu,16.23,Agricultural,Sandy,Partly Irrigated,44887914,57696515,12.46178,78.21784
316,81,Kelambakkam 9,Krishnagiri,Krishnagiri,Tamil Nadu,3.77,Barren,Urban Fill,Non-Irrigated,43601768,56681971,12.56453,78.26549
317,81,Madhavaram 16,Krishnagiri,Krishnagiri,Tamil Nadu,11.37,Barren,Alluvial,Non-Irrigated,32031074,42437290,12.55908,78.18354
318,82,Manapakkam 1,Krishnagiri,Krishnagiri,Tamil Nadu,9.48,Residential,Urban Fill,Non-Irrigated,18525809,21272787,12.5142,78.20143
319,82,Ayappan Pattinam 4,Krishnagiri,Krishnagiri,Tamil Nadu,10.34,Residential,Sandy,Irrigated,9125086,12138868,12.56613,78.24604
320,83,Padur 1,Krishnagiri,Krishnagiri,Tamil Nadu,22.6,Agricultural,Loamy,Partly Irrigated,8636333,11065242,12.47591,78.20726
321,83,Perungalathur 8,Krishnagiri,Krishnagiri,Tamil Nadu,12.7,Forest,Loamy,Non-Irrigated,14716342,15479009,12.54948,78.19835
322,83,Siruseri 19,Krishnagiri,Krishnagiri,Tamil Nadu,12.71,Coastal,Red Soil,Irrigated,18969962,21981668,12.55004,78.24778
323,84,Kelambakkam 10,Tirunelveli,Tirunelveli,Tamil Nadu,7.72,Barren,Saline,Partly Irrigated,11481144,13896387,8.6977,77.79181
324,84,Padur 1,Tirunelveli,Tirunelveli,Tamil Nadu,3.89,Commercial,Alluvial,Irrigated,18328775,21527776,8.76336,77.72404
325,85,Perungalathur 16,Tirunelveli,Tirunelveli,Tamil Nadu,23.41,Forest,Saline,Partly Irrigated,16252541,20155841,8.74381,77.76998
326,85,Padur 11,Tirunelveli,Tirunelveli,Tamil Nadu,18.26,Residential,Urban Fill,Non-Irrigated,16649198,20729364,8.75861,77.80473
327,85,Sholinganallur 4,Tirunelveli,Tirunelveli,Tamil Nadu,19.35,Barren,Urban Fill,Irrigated,8430101,9368374,8.70268,77.77709
328,85,Samayapuram 13,Tirunelveli,Tirunelveli,Tamil Nadu,6.91,Commercial,Saline,Non-Irrigated,13869022,16647945,8.75662,77.71723
329,85,Samayapuram 3,Tirunelveli,Tirunelveli,Tamil Nadu,18.92,Agricultural,Red Soil,Partly Irrigated,17572559,19387209,8.74463,77.79305
330,86,Pudur 6,Tirunelveli,Tirunelveli,Tamil Nadu,12.58,Industrial,Sandy,Partly Irrigated,19291558,24689074,8.67417,77.78755
331,86,Oragadam 6,Tirunelveli,Tirunelveli,Tamil Nadu,6.73,Commercial,Alluvial,Partly Irrigated,13105022,16841228,8.6959,77.80334
332,86,Neelambur 12,Tirunelveli,Tirunelveli,Tamil Nadu,13.3,Barren,Black Cotton,Irrigated,19856361,21608353,8.70701,77.75943
333,86,Karanai 11,Tirunelveli,Tirunelveli,Tamil Nadu,6.04,Agricultural,Loamy,Irrigated,15305641,16562158,8.75391,77.72279
334,86,Pudur 16,Tirunelveli,Tirunelveli,Tamil Nadu,7.67,Forest,Urban Fill,Partly Irrigated,18897674,20276032,8.71801,77.76943
335,86,Sholinganallur 7,Tirunelveli,Tirunelveli,Tamil Nadu,19.42,Industrial,Saline,Non-Irrigated,8942933,11601352,8.76272,77.76342
336,87,Ayappan Pattinam 6,Tirunelveli,Tirunelveli,Tamil Nadu,22.97,Agricultural,Saline,Non-Irrigated,11855658,15715143,8.6758,77.71954
337,87,Padur 4,Tirunelveli,Tirunelveli,Tamil Nadu,10.07,Agricultural,Sandy,Non-Irrigated,11503150,14472351,8.75047,77.70992
338,87,Ayappan Pattinam 1,Tirunelveli,Tirunelveli,Tamil Nadu,17.61,Residential,Loamy,Irrigated,19659314,22668626,8.71248,77.73301
339,87,Neelambur 17,Tirunelveli,Tirunelveli,Tamil Nadu,13.02,Industrial,Alluvial,Irrigated,16237523,19326840,8.72105,77.81343
340,88,Siruseri 8,Tirunelveli,Tirunelveli,Tamil Nadu,15.27,Commercial,Sandy,Partly Irrigated,8300274,9314439,8.70749,77.70027
341,88,Thogamalai 2,Tirunelveli,Tirunelveli,Tamil Nadu,9.07,Agricultural,Alluvial,Irrigated,11088410,13311704,8.73481,77.69189
342,88,Ayappan Pattinam 14,Tirunelveli,Tirunelveli,Tamil Nadu,4.41,Forest,Alluvial,Partly Irrigated,12059158,14613699,8.67106,77.70518
343,88,Thogamalai 6,Tirunelveli,Tirunelveli,Tamil Nadu,13.29,Barren,Black Cotton,Partly Irrigated,11129236,13264957,8.77144,77.74
344,88,Perungalathur 6,Tirunelveli,Tirunelveli,Tamil Nadu,19.83,Coastal,Red Soil,Partly Irrigated,13713291,15787818,8.68617,77.76442
345,88,Thogamalai 16,Tirunelveli,Tirunelveli,Tamil Nadu,15.11,Residential,Saline,Non-Irrigated,9857346,13100564,8.75598,77.73052
346,89,Nandambakkam 11,Tirunelveli,Tirunelveli,Tamil Nadu,14.13,Agricultural,Loamy,Partly Irrigated,11186294,12030403,8.66257,77.74113
347,89,Padur 12,Tirunelveli,Tirunelveli,Tamil Nadu,13.39,Commercial,Red Soil,Non-Irrigated,8984828,11347022,8.69095,77.70807
348,89,Neelambur 2,Tirunelveli,Tirunelveli,Tamil Nadu,8.5,Commercial,Red Soil,Partly Irrigated,13924090,16251607,8.75024,77.70552
349,89,Ayappan Pattinam 20,Tirunelveli,Tirunelveli,Tamil Nadu,21.25,Commercial,Sandy,Irrigated,6602349,8641542,8.75109,77.73565
350,90,Kelambakkam 20,Tirunelveli,Tirunelveli,Tamil Nadu,3.01,Industrial,Sandy,Non-Irrigated,10988105,12616323,8.70993,77.7274
351,90,Nandambakkam 4,Tirunelveli,Tirunelveli,Tamil Nadu,8.69,Residential,Red Soil,Partly Irrigated,9570531,11777989,8.65869,77.77343
352,91,Perungalathur 4,Tirunelveli,Tirunelveli,Tamil Nadu,15.87,Coastal,Sandy,Irrigated,13655928,17944615,8.74676,77.80536
353,91,Samayapuram 3,Tirunelveli,Tirunelveli,Tamil Nadu,10.01,Residential,Red Soil,Partly Irrigated,19516034,21423878,8.74444,77.7928
354,91,Padur 3,Tirunelveli,Tirunelveli,Tamil Nadu,7.18,Forest,Sandy,Partly Irrigated,20873960,22652703,8.7268,77.78311
355,92,Sriperumbudur 4,Tirunelveli,Tirunelveli,Tamil Nadu,5.56,Industrial,Urban Fill,Partly Irrigated,14870876,15915551,8.70334,77.71214
356,92,Padur 17,Tirunelveli,Tirunelveli,Tamil Nadu,17.1,Forest,Red Soil,Partly Irrigated,13566799,14479221,8.68065,77.75084
357,93,Ayappan Pattinam 18,Tirunelveli,Tirunelveli,Tamil Nadu,9.57,Industrial,Urban Fill,Irrigated,10661182,12520421,8.77363,77.71706
358,93,Sholinganallur 14,Tirunelveli,Tirunelveli,Tamil Nadu,18.51,Coastal,Black Cotton,Irrigated,13503677,14186422,8.67766,77.72467
359,93,Neelambur 12,Tirunelveli,Tirunelveli,Tamil Nadu,19.3,Coastal,Red Soil,Partly Irrigated,15317195,18174521,8.70629,77.75546
360,94,Padur 1,Chengalpattu,Chengalpattu,Tamil Nadu,8.79,Agricultural,Sandy,Irrigated,33825841,36741542,12.63434,80.0009
361,94,Oragadam 16,Chengalpattu,Chengalpattu,Tamil Nadu,12.85,Barren,Red Soil,Non-Irrigated,50128995,56080578,12.63666,79.94326
362,95,Sriperumbudur 2,Chengalpattu,Chengalpattu,Tamil Nadu,5.55,Forest,Red Soil,Non-Irrigated,44083045,59282946,12.69604,80.02301
