Area_Sqft,Soil_pH,No_of_Owners,District,Land_Type,Flood_Risk,Water_Availability,Soil_Type,Document_Issue,Owner_Objection,Court_Case,Compensation_Status,FMB,A_Register,Document_Verified,Objection,Ownership_Type,Acquisition_Days,Delay_Status,Land_ID,Taluk,Village,Survey_No,Delay_Risk_Band,latitude,longitude
1319989.64,6.4,8,Thoothukudi,Coastal,Yes,No,Loamy,Not Available,No,No,Verification completed,Yes,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_014478,Thoothukudi,Kallikudi 2,235/926,Low,8.775051920051098,78.03316370048387
378715.27,7.7,16,Namakkal,Residential,No,No,Black Cotton,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_017744,Namakkal,Pudur 13,424/1679,Low,11.202594564658115,78.15127706544968
891873.49,6.1,18,Coimbatore,Agricultural,Yes,Yes,Sandy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,145.0,Delayed,ACQ_SYN_013883,Coimbatore,Thogamalai 4,455/1802,High,10.983251048292331,76.95952991109965
1691024.14,7.8,15,Erode,Forest,No,No,Urban Fill,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,Joint,223.0,Delayed,ACQ_SYN_016696,Erode,Siruseri 20,70/271,High,11.362127570501972,77.76616749366273
2665203.84,7.2,7,Salem,Forest,No,No,Alluvial,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_010103,Salem,Siruseri 6,432/1714,Low,11.609972742963697,78.19370701896091
2230140.74,8.2,17,Cuddalore,Agricultural,No,No,Black Cotton,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,193.0,Delayed,ACQ_SYN_012429,Cuddalore,Samayapuram 17,439/1733,High,11.728168579290172,79.60697971716613
1831897.42,8.1,7,Villupuram,Forest,Yes,Yes,Black Cotton,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,501.0,Delayed,ACQ_SYN_005421,Villupuram,Ayappan Pattinam 14,389/1538,High,11.987025372235449,79.46532945796433
1045786.59,7.7,14,Thanjavur,Coastal,Yes,Yes,Urban Fill,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,51.0,No Delay,ACQ_SYN_014558,Thanjavur,Kallikudi 16,298/1175,Low,10.749785315460713,79.17408807729468
1740659.96,6.4,14,Krishnagiri,Agricultural,No,Yes,Sandy,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,Joint,191.0,Delayed,ACQ_SYN_011247,Krishnagiri,Kallikudi 5,81/315,High,12.466128752112072,78.2171329668514
2006907.55,7.9,14,Madurai,Residential,No,No,Black Cotton,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,123.0,Delayed,ACQ_SYN_012173,Madurai,Sriperumbudur 1,254/1000,High,9.928364056482035,78.09314453922134
359118.87,6.6,13,Tiruvallur,Agricultural,No,No,Red Soil,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,206.0,Delayed,ACQ_SYN_011662,Tiruvallur,Manapakkam 14,328/1288,High,13.097874899924925,79.97169805400446
625288.07,8.3,20,Vellore,Commercial,Yes,Yes,Black Cotton,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,66.0,Delayed,ACQ_SYN_013524,Vellore,Madhavaram 8,288/1135,Medium,12.88814322257696,79.18913967311249
2575048.74,7.1,15,Tiruchirappalli,Coastal,Yes,Yes,Alluvial,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,228.0,Delayed,ACQ_SYN_008754,Tiruchirappalli,Karanai 17,356/1389,High,10.800104944599296,78.63772156433092
1714105.75,7.8,14,Tiruchirappalli,Commercial,Yes,Yes,Black Cotton,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,90.0,Delayed,ACQ_SYN_006216,Tiruchirappalli,Kallikudi 5,316/1241,Medium,10.806752559689098,78.62833439191095
2073841.43,8.6,10,Ranipet,Industrial,No,No,Saline,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,117.0,Delayed,ACQ_SYN_011801,Ranipet,Oragadam 19,104/396,Medium,12.942992454857436,79.32495811022856
648488.55,6.0,9,Karur,Agricultural,No,No,Sandy,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,204.0,Delayed,ACQ_SYN_012618,Karur,Sholinganallur 12,173/671,High,11.00548152629028,78.12379033850625
1796895.15,7.7,16,Krishnagiri,Residential,No,Yes,Alluvial,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,246.0,Delayed,ACQ_SYN_006484,Krishnagiri,Oragadam 6,276/1081,High,12.516879829477668,78.18919625201102
839865.37,8.5,19,Chengalpattu,Agricultural,No,Yes,Saline,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,276.0,Delayed,ACQ_SYN_005361,Chengalpattu,Sholinganallur 12,320/1256,High,12.700163721240031,79.99928880869668
1209346.51,6.7,16,Tiruchirappalli,Coastal,Yes,Yes,Loamy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,146.0,Delayed,ACQ_SYN_017830,Tiruchirappalli,Manapakkam 1,210/828,High,10.753078327396803,78.66711215484575
896117.96,6.4,9,Tiruchirappalli,Coastal,Yes,Yes,Loamy,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,276.0,Delayed,ACQ_SYN_019196,Tiruchirappalli,Perungalathur 13,171/664,High,10.836009330142351,78.7185701313692
1110182.24,7.4,18,Cuddalore,Industrial,No,No,Urban Fill,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,Joint,49.0,No Delay,ACQ_SYN_000763,Cuddalore,Pudur 16,461/1822,Low,11.776430244132603,79.68470596891827
1804928.96,7.3,16,Coimbatore,Agricultural,No,Yes,Alluvial,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,226.0,Delayed,ACQ_SYN_009484,Coimbatore,Oragadam 6,113/433,High,11.056832562307711,76.95881685052152
1783218.76,6.5,16,Tiruchirappalli,Residential,Yes,Yes,Loamy,Not Available,Yes,No,Objection enquiry,No,Yes,No,Yes,Joint,211.0,Delayed,ACQ_SYN_009763,Tiruchirappalli,Pudur 2,451/1777,High,10.817905937496954,78.7445850486565
1549181.74,8.4,18,Chengalpattu,Forest,Yes,Yes,Saline,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,181.0,Delayed,ACQ_SYN_000914,Chengalpattu,Sriperumbudur 7,475/1881,High,12.651044306797855,79.9197322456321
1509508.18,6.9,12,Villupuram,Industrial,No,Yes,Alluvial,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_000424,Villupuram,Perungalathur 7,284/1116,Low,11.88950512183746,79.49092071271413
2319320.2,7.2,10,Cuddalore,Agricultural,No,No,Loamy,Available,No,No,Verification completed,Yes,Yes,Yes,No,Joint,139.0,Delayed,ACQ_SYN_017379,Cuddalore,Padur 18,42/172,High,11.735284207162657,79.6423982546658
1868869.89,7.8,6,Thoothukudi,Commercial,No,Yes,Alluvial,Not Available,No,No,Verification pending,No,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_002960,Thoothukudi,Karanai 9,233/918,Low,8.805876430589,78.05790493859969
1799628.63,9.2,20,Namakkal,Coastal,Yes,No,Saline,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,210.0,Delayed,ACQ_SYN_005098,Namakkal,Pammalur 6,157/614,High,11.242240397223664,78.16054976928433
789175.82,8.1,9,Salem,Coastal,Yes,Yes,Black Cotton,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,84.0,Delayed,ACQ_SYN_004551,Salem,Siruseri 1,20/87,Medium,11.62167423452114,78.1804898498257
665428.07,7.7,8,Tirunelveli,Commercial,No,Yes,Urban Fill,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_002278,Tirunelveli,Padur 15,23/99,Low,8.705076626592115,77.7792792137528
436046.91,7.5,16,Tiruchirappalli,Barren,No,No,Alluvial,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,44.0,No Delay,ACQ_SYN_009381,Tiruchirappalli,Sholinganallur 12,3/11,Low,10.79810258914814,78.74304097034295
517697.7,6.6,10,Tiruchirappalli,Forest,Yes,Yes,Loamy,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,189.0,Delayed,ACQ_SYN_009635,Tiruchirappalli,Siruseri 1,355/1385,High,10.822072292041248,78.70000490985082
1661147.74,8.6,11,Madurai,Forest,Yes,Yes,Saline,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_014402,Madurai,Sriperumbudur 13,184/719,Low,9.932500630598724,78.14278370450694
1836919.49,8.6,18,Tiruchirappalli,Barren,No,Yes,Saline,Not Available,No,No,Verification pending,Yes,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_014864,Tiruchirappalli,Manapakkam 16,317/1244,Low,10.796457036882543,78.7023478343044
816386.32,8.4,16,Krishnagiri,Coastal,Yes,Yes,Saline,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,432.0,Delayed,ACQ_SYN_017044,Krishnagiri,Madhavaram 18,182/702,High,12.518573908128918,78.12207777017808
2336654.29,6.3,18,Tiruchirappalli,Barren,No,Yes,Loamy,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,80.0,Delayed,ACQ_SYN_008229,Tiruchirappalli,Perungalathur 3,167/652,Medium,10.814046400365262,78.75330689593166
1506976.23,7.3,8,Karur,Coastal,Yes,Yes,Alluvial,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,105.0,Delayed,ACQ_SYN_006618,Karur,Pudur 18,291/1151,Medium,10.924442510842278,78.04600163385537
2362574.09,7.2,6,Kancheepuram,Commercial,No,Yes,Red Soil,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,89.0,Delayed,ACQ_SYN_009996,Kancheepuram,Oragadam 10,229/905,Medium,12.856366715204055,79.7235211625788
2180879.19,8.2,16,Cuddalore,Coastal,Yes,Yes,Saline,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,324.0,Delayed,ACQ_SYN_005526,Cuddalore,Oragadam 11,49/193,High,11.771479570351596,79.69675300308751
1781339.2,6.0,14,Krishnagiri,Agricultural,No,Yes,Sandy,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,Joint,191.0,Delayed,ACQ_SYN_008329,Krishnagiri,Kallikudi 5,81/315,High,12.462050686062677,78.22097009791142
913272.75,8.5,16,Krishnagiri,Forest,Yes,Yes,Saline,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,432.0,Delayed,ACQ_SYN_007706,Krishnagiri,Padur 1,182/704,High,12.478532932137204,78.17271698147944
1908312.81,6.1,12,Thoothukudi,Agricultural,No,Yes,Sandy,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,193.0,Delayed,ACQ_SYN_018765,Thoothukudi,Manapakkam 11,470/1863,High,8.707010033578948,78.03044712763037
2577471.67,7.6,8,Karur,Forest,No,Yes,Black Cotton,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,105.0,Delayed,ACQ_SYN_006304,Karur,Siruseri 10,291/1149,Medium,10.926230788563853,78.05320597963382
587007.79,6.6,11,Tiruvallur,Forest,Yes,Yes,Loamy,Not Available,Yes,No,Objection enquiry,Yes,Yes,No,Yes,Joint,195.0,Delayed,ACQ_SYN_017900,Tiruvallur,Karanai 17,77/303,High,13.15056894452998,79.90008132037795
974796.13,7.3,9,Krishnagiri,Barren,No,No,Alluvial,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,169.0,Delayed,ACQ_SYN_007482,Krishnagiri,Karanai 19,107/406,High,12.473094573132798,78.26220859395272
2178506.38,7.0,13,Krishnagiri,Agricultural,Yes,Yes,Alluvial,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_010740,Krishnagiri,Samayapuram 6,155/606,Low,12.552531333537509,78.16199201413491
1839537.63,6.1,13,Cuddalore,Coastal,Yes,Yes,Sandy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,199.0,Delayed,ACQ_SYN_015773,Cuddalore,Ayappan Pattinam 11,386/1521,High,11.700032178060702,79.67338677270408
1665184.89,8.6,20,Villupuram,Residential,Yes,Yes,Saline,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,285.0,Delayed,ACQ_SYN_002093,Villupuram,Oragadam 5,391/1545,High,11.991893513514873,79.47226501985662
383009.67,7.0,5,Chengalpattu,Coastal,Yes,Yes,Red Soil,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,315.0,Delayed,ACQ_SYN_002897,Chengalpattu,Sriperumbudur 15,323/1267,High,12.681457296840431,79.99294140628595
829086.65,8.5,18,Namakkal,Agricultural,No,No,Saline,Not Available,Yes,No,Objection enquiry,Yes,Yes,Yes,Yes,Joint,186.0,Delayed,ACQ_SYN_017114,Namakkal,Siruseri 4,334/1301,High,11.256439242016748,78.19859274324153
2290584.91,6.8,9,Vellore,Agricultural,Yes,Yes,Urban Fill,Not Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_001656,Vellore,Oragadam 15,116/444,Low,12.8875954355706,79.14048979222108
1778178.96,7.8,16,Coimbatore,Agricultural,No,Yes,Alluvial,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,226.0,Delayed,ACQ_SYN_012890,Coimbatore,Oragadam 6,113/433,High,11.056739306291217,76.97421509252729
2242915.84,6.4,18,Thanjavur,Barren,No,Yes,Loamy,Not Available,No,No,Verification pending,Yes,Yes,No,No,Joint,206.0,Delayed,ACQ_SYN_010583,Thanjavur,Pudur 9,309/1216,High,10.770023183613995,79.13686102079382
1102010.81,7.1,10,Madurai,Commercial,No,No,Alluvial,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,209.0,Delayed,ACQ_SYN_011219,Madurai,Pudur 15,145/565,High,9.939372544868144,78.1287764192636
1846407.6,8.5,9,Cuddalore,Residential,No,Yes,Saline,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,170.0,Delayed,ACQ_SYN_006507,Cuddalore,Karanai 16,460/1820,High,11.774582754942656,79.61667847949248
1670298.29,8.2,6,Thoothukudi,Barren,No,No,Black Cotton,Not Available,No,No,Verification pending,No,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_007325,Thoothukudi,Manapakkam 3,233/916,Low,8.797139867874419,78.09853130274054
2189287.54,7.0,18,Ranipet,Barren,No,Yes,Alluvial,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,Joint,188.0,Delayed,ACQ_SYN_016536,Ranipet,Sholinganallur 2,99/374,High,12.897297426985,79.33112100964306
1942978.64,8.7,16,Salem,Forest,Yes,Yes,Saline,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,46.0,No Delay,ACQ_SYN_008645,Salem,Thogamalai 19,19/80,Low,11.624302009920394,78.06235820766518
1258812.96,7.2,14,Krishnagiri,Barren,No,No,Alluvial,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,Joint,191.0,Delayed,ACQ_SYN_006303,Krishnagiri,Madhavaram 16,81/317,High,12.566219468399694,78.20188069916786
1033452.3,6.5,16,Karur,Coastal,Yes,No,Sandy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,90.0,Delayed,ACQ_SYN_000420,Karur,Samayapuram 17,248/972,Medium,10.995819752800564,78.1192627828134
2257250.02,6.4,20,Karur,Forest,No,Yes,Sandy,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,172.0,Delayed,ACQ_SYN_011106,Karur,Padur 15,174/673,High,10.970962005239814,78.11774355644555
1434829.03,8.5,16,Kancheepuram,Coastal,Yes,No,Saline,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,156.0,Delayed,ACQ_SYN_003274,Kancheepuram,Siruseri 14,198/775,High,12.79222950515507,79.70189376645287
1130446.14,6.7,14,Tiruvallur,Barren,No,No,Red Soil,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_006569,Tiruvallur,Samayapuram 16,79/308,Low,13.091749753141624,79.92783516444089
1135471.92,6.6,19,Cuddalore,Industrial,No,No,Sandy,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,Joint,190.0,Delayed,ACQ_SYN_002573,Cuddalore,Thogamalai 3,358/1402,High,11.806505787943706,79.58635126638329
1778565.83,6.3,11,Karur,Barren,No,Yes,Sandy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,179.0,Delayed,ACQ_SYN_001048,Karur,Kelambakkam 17,292/1154,High,10.996674102913817,78.10314719339948
834266.81,8.3,18,Namakkal,Agricultural,No,No,Saline,Not Available,Yes,No,Objection enquiry,Yes,Yes,Yes,Yes,Joint,186.0,Delayed,ACQ_SYN_016805,Namakkal,Siruseri 4,334/1301,High,11.249794403006169,78.21602089243622
841668.59,7.5,9,Salem,Commercial,No,Yes,Urban Fill,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,84.0,Delayed,ACQ_SYN_006268,Salem,Siruseri 5,20/83,Medium,11.648667077400631,78.11767137418838
1721952.79,8.3,5,Karur,Coastal,Yes,Yes,Saline,Not Available,No,No,To be paid,No,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_001744,Karur,Oragadam 6,11/45,Low,10.972219945747046,78.13320652673026
2229986.33,7.4,9,Erode,Coastal,Yes,Yes,Red Soil,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,248.0,Delayed,ACQ_SYN_000507,Erode,Pudur 4,260/1020,High,11.299302009368194,77.71713068938764
531688.04,6.1,10,Tiruchirappalli,Forest,Yes,Yes,Loamy,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,189.0,Delayed,ACQ_SYN_003641,Tiruchirappalli,Siruseri 1,355/1385,High,10.833064224697756,78.74326265093615
2419068.5,6.5,10,Chengalpattu,Industrial,No,Yes,Loamy,Available,No,No,To be paid,Yes,Yes,Yes,No,Joint,0.0,No Delay,ACQ_SYN_019949,Chengalpattu,Padur 16,324/1272,Low,12.727356555432134,79.96941742933281
461761.84,5.9,20,Coimbatore,Commercial,No,Yes,Sandy,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,86.0,Delayed,ACQ_SYN_004820,Coimbatore,Manapakkam 6,453/1789,Medium,11.061067493904764,77.04588822140025
753678.0,6.2,11,Tiruvallur,Residential,Yes,Yes,Sandy,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_012098,Tiruvallur,Oragadam 1,132/511,Low,13.18353279488732,79.92484424400484
1292390.91,8.3,9,Coimbatore,Residential,Yes,Yes,Saline,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_007964,Coimbatore,Perungalathur 3,216/847,Low,11.062103215614188,76.98771451870499
543176.19,6.8,13,Cuddalore,Residential,Yes,Yes,Sandy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,16.0,No Delay,ACQ_SYN_004091,Cuddalore,Sholinganallur 14,361/1415,Low,11.731337917872152,79.5973661776431
1531883.62,6.5,8,Karur,Forest,No,Yes,Red Soil,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_008655,Karur,Karanai 12,8/35,Low,10.943945574120244,78.13280088146742
368620.41,8.2,9,Erode,Residential,No,No,Saline,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,315.0,Delayed,ACQ_SYN_006922,Erode,Kelambakkam 5,221/866,High,11.344990661655116,77.67078933182327
1301777.41,7.0,10,Namakkal,Forest,Yes,Yes,Red Soil,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_017249,Namakkal,Pammalur 1,339/1319,Low,11.257917322366303,78.13929083389776
1047042.6,8.4,13,Vellore,Coastal,Yes,Yes,Saline,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,207.0,Delayed,ACQ_SYN_003749,Vellore,Neelambur 7,447/1765,High,12.915263664653027,79.16015939955805
2583496.88,8.2,6,Thanjavur,Coastal,Yes,Yes,Saline,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_015988,Thanjavur,Siruseri 18,417/1658,Low,10.77558376988859,79.22812673122323
1591362.44,6.3,12,Karur,Forest,Yes,Yes,Loamy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,364.0,Delayed,ACQ_SYN_001769,Karur,Karanai 9,30/130,High,10.923701378673218,78.09093641978605
1808865.32,7.9,15,Tiruchirappalli,Coastal,Yes,No,Black Cotton,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,386.0,Delayed,ACQ_SYN_007090,Tiruchirappalli,Karanai 2,163/634,High,10.76649439933266,78.66860662006007
666551.93,7.3,9,Erode,Forest,Yes,Yes,Urban Fill,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,315.0,Delayed,ACQ_SYN_010377,Erode,Padur 14,221/867,High,11.37036233055314,77.7488591273191
1376342.62,7.3,8,Salem,Forest,Yes,Yes,Urban Fill,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_009187,Salem,Nandambakkam 9,17/67,Low,11.663442153362654,78.10893490594165
1850468.13,6.4,19,Cuddalore,Agricultural,No,Yes,Loamy,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,1.0,No Delay,ACQ_SYN_002057,Cuddalore,Perungalathur 4,360/1410,Low,11.73725782602458,79.65777839594847
1588431.7,6.5,18,Karur,Agricultural,No,Yes,Red Soil,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,159.0,Delayed,ACQ_SYN_011962,Karur,Karanai 4,246/962,High,11.013697087683,78.04299594616802
612088.91,7.2,12,Namakkal,Coastal,Yes,No,Urban Fill,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,138.0,Delayed,ACQ_SYN_012747,Namakkal,Thogamalai 6,159/618,High,11.231721167770225,78.16725032553313
546741.06,8.0,15,Thanjavur,Coastal,Yes,No,Black Cotton,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,79.0,Delayed,ACQ_SYN_018586,Thanjavur,Nandambakkam 13,345/1350,Medium,10.799350052868396,79.16475357148613
730549.64,5.8,12,Vellore,Agricultural,No,No,Sandy,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,36.0,No Delay,ACQ_SYN_009410,Vellore,Siruseri 9,66/257,Low,12.9372129140584,79.09306402827562
944983.82,7.0,11,Cuddalore,Barren,Yes,Yes,Red Soil,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,32.0,No Delay,ACQ_SYN_019635,Cuddalore,Pudur 12,381/1499,Low,11.777026849497462,79.61498858677551
1324272.54,7.5,10,Madurai,Residential,No,No,Alluvial,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,223.0,Delayed,ACQ_SYN_007121,Madurai,Ayappan Pattinam 4,255/1002,High,9.91417109857169,78.16512738593424
2325847.9,6.6,12,Thanjavur,Agricultural,No,Yes,Red Soil,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_019505,Thanjavur,Sholinganallur 15,189/738,Low,10.8230955335155,79.20715582114939
1184878.31,8.0,7,Krishnagiri,Barren,No,No,Urban Fill,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,Joint,85.0,Delayed,ACQ_SYN_017301,Krishnagiri,Pudur 3,149/578,Medium,12.519479158664954,78.22783247336291
1645026.13,7.5,16,Cuddalore,Forest,Yes,Yes,Alluvial,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,369.0,Delayed,ACQ_SYN_005909,Cuddalore,Oragadam 16,387/1527,High,11.755797480727509,79.7179386440872
698943.96,6.9,14,Kancheepuram,Coastal,Yes,No,Alluvial,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,59.0,No Delay,ACQ_SYN_018754,Kancheepuram,Oragadam 13,483/1917,Low,12.785268871209846,79.71549243371446
2560134.84,7.6,10,Chengalpattu,Forest,No,Yes,Urban Fill,Available,No,No,To be paid,Yes,Yes,Yes,No,Joint,0.0,No Delay,ACQ_SYN_017881,Chengalpattu,Madhavaram 19,324/1271,Low,12.721888693325758,80.01513969650863
826288.8,6.3,10,Cuddalore,Industrial,No,Yes,Sandy,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_006756,Cuddalore,Neelambur 5,444/1757,Low,11.744258688804273,79.6648925641037
1905135.2,6.8,12,Karur,Residential,No,No,Red Soil,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_014329,Karur,Kelambakkam 6,10/41,Low,10.986620755418905,78.01617402893353
1416339.24,6.4,5,Karur,Barren,Yes,Yes,Sandy,Not Available,No,No,Verification completed,Yes,Yes,No,No,Joint,233.0,Delayed,ACQ_SYN_019990,Karur,Karanai 3,176/684,High,10.985597359473214,78.08275995452125
2205334.5,7.0,20,Villupuram,Coastal,Yes,Yes,Red Soil,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_008035,Villupuram,Kallikudi 3,394/1559,Low,11.98850587504686,79.43564032583227
384969.94,8.3,20,Krishnagiri,Coastal,Yes,Yes,Black Cotton,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_017383,Krishnagiri,Kallikudi 10,278/1095,Low,12.558162445055958,78.260658985301
1964966.72,6.9,14,Tiruvallur,Commercial,Yes,Yes,Loamy,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,5.0,No Delay,ACQ_SYN_012054,Tiruvallur,Manapakkam 9,75/292,Low,13.10401664741862,79.9562782923617
2250688.08,5.9,11,Karur,Coastal,Yes,No,Sandy,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,24.0,No Delay,ACQ_SYN_001051,Karur,Manapakkam 16,249/976,Low,10.915161004713028,78.03662400535711
1498789.8,7.2,15,Vellore,Residential,No,No,Urban Fill,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,16.0,No Delay,ACQ_SYN_005246,Vellore,Madhavaram 6,115/439,Low,12.925206232693329,79.06767616664833
