Area (sq.ft),Soil pH,No. of Owners,No. of Objections,Valuation Gap (%),Land Use,Ownership,Flood Risk,Water Availability,Soil Type,Title Dispute,Court Case,Document Status,Acquisition Notice,Compensation Status,Road Access,Delay Days,Land ID,District,Taluk,Village
12277.924650664803,7.6,5,6,2.585170268986446,Agricultural,Joint,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,400.0,TN-9,Tiruchirappalli,N/A,Tech Park: Tiruchirappalli 9
23130.843938055972,7.7,2,5,8.103935197039098,Residential,Individual,High,Low,Clay Loam,No,No,Complete,Issued,Not Started,Poor,87.78097059114354,TN-10,Vellore,N/A,Slum Rehabilitation: Vellore 10
2177.158784498931,6.9,4,5,18.351485000588386,Mixed,Joint,Medium,High,Black Soil,No,No,Complete,Issued,Approved,Moderate,80.84834482648706,TN-11,Erode,N/A,Railway Corridor: Erode 11
3095.3729790292527,5.8,1,0,3.749299911856553,Residential,Private Company,Medium,High,Clay Loam,No,No,Complete,Not Issued,Under Review,Moderate,400.0,TN-12,Tiruvallur,N/A,Port Expansion: Tiruvallur 12
9334.803687930853,6.0,1,0,9.605262669972852,Residential,Government,Low,High,Black Soil,No,No,Complete,Issued,Not Started,Moderate,183.52121172906067,TN-13,Krishnagiri,N/A,Freight Corridor: Krishnagiri 13
20652.630219144005,7.0,2,0,37.50336281857801,Residential,Individual,Low,Low,Red Soil,No,No,Incomplete,Issued,Under Review,Good,400.0,TN-14,Tirunelveli,N/A,NH Upgrade: Tirunelveli 14
15628.121524125932,5.7,2,0,9.531395104489166,Commercial,Government,Low,High,Clay Loam,No,No,Complete,Issued,Paid,Poor,400.0,TN-15,Chengalpattu,N/A,Railway Corridor: Chengalpattu 15
16585.762481584083,7.0,3,2,14.22291393663468,Residential,Individual,Low,High,Alluvial,No,No,Complete,Issued,Approved,Good,117.2472944767064,TN-16,Ranipet,N/A,New Terminal: Ranipet 16
1672.5250655688187,6.9,5,2,1.2679387163793363,Commercial,Government,Medium,Medium,Clay Loam,No,No,Partial,Issued,Approved,Moderate,205.88608084285877,TN-17,Krishnagiri,N/A,Affordable Housing: Krishnagiri 17
10838.84287130431,7.3,3,0,17.827213193745713,Mixed,Government,Low,Medium,Sandy Loam,Yes,Yes,Incomplete,Not Issued,Approved,Poor,400.0,TN-18,Coimbatore,N/A,Freight Corridor: Coimbatore 18
24439.250914624947,6.0,5,0,14.244394318765831,Residential,Individual,Medium,Low,Red Soil,No,No,Incomplete,Issued,Not Started,Good,400.0,TN-19,Vellore,N/A,Metro Line: Vellore 19
19571.53495138198,6.8,2,1,41.384254170845225,Industrial,Joint,Medium,Medium,Black Soil,No,No,Complete,Issued,Under Review,Poor,400.0,TN-20,Thanjavur,N/A,Rail Link: Thanjavur 20
27039.12470821779,6.2,4,0,6.342970623665526,Agricultural,Private Company,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,400.0,TN-21,Coimbatore,N/A,Affordable Housing: Coimbatore 21
18677.762109288513,7.3,5,0,5.943985282722185,Mixed,Government,High,Low,Red Soil,No,No,Complete,Not Issued,Negotiation,Moderate,400.0,TN-22,Tiruvallur,N/A,Tech Park: Tiruvallur 22
1457.2824375753776,8.0,3,2,11.096964811232683,Mixed,Government,High,Low,Black Soil,No,No,Complete,Issued,Negotiation,Poor,400.0,TN-23,Erode,N/A,Tech Park: Erode 23
16036.938606993139,7.6,5,6,2.4310569404496274,Agricultural,Joint,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,400.0,TN-24,Madurai,N/A,Manufacturing Hub: Madurai 24
17665.364432039933,7.3,5,0,17.433345736198195,Mixed,Government,High,Low,Red Soil,No,No,Complete,Not Issued,Negotiation,Moderate,235.52682194440112,TN-25,Krishnagiri,N/A,IT Corridor: Krishnagiri 25
13364.942278989705,5.7,4,2,15.62660449656309,Agricultural,Government,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,400.0,TN-26,Namakkal,N/A,Solar Park: Namakkal 26
16536.766093363163,7.0,2,0,32.24533777987119,Residential,Individual,Low,Low,Red Soil,No,No,Incomplete,Issued,Under Review,Good,400.0,TN-27,Tiruchirappalli,N/A,Affordable Housing: Tiruchirappalli 27
24117.436427235833,6.2,2,6,26.734278561438774,Agricultural,Joint,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,400.0,TN-28,Karur,N/A,Freight Corridor: Karur 28
16229.978247503908,7.3,5,0,7.918547853867159,Mixed,Government,High,Low,Red Soil,No,No,Complete,Not Issued,Negotiation,Moderate,400.0,TN-29,Krishnagiri,N/A,Port Expansion: Krishnagiri 29
12054.360171889604,7.6,5,6,0.0,Agricultural,Joint,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,400.0,TN-30,Madurai,N/A,SEZ: Madurai 30
10157.292970445065,6.0,1,0,1.0326684490223244,Residential,Government,Low,High,Black Soil,No,No,Complete,Issued,Not Started,Moderate,400.0,TN-31,Thanjavur,N/A,State Highway Expansion: Thanjavur 31
21586.444953994225,7.7,2,5,12.346550608875608,Residential,Individual,High,Low,Clay Loam,No,No,Complete,Issued,Not Started,Poor,272.279325355908,TN-32,Chennai,N/A,Solar Park: Chennai 32
28409.164369502418,7.7,2,5,5.094348026241829,Residential,Individual,High,Low,Clay Loam,No,No,Complete,Issued,Not Started,Poor,205.50738811050732,TN-33,Kancheepuram,N/A,Thermal Power Expansion: Kancheepuram 33
3185.6070617063083,7.8,3,2,14.504634205800443,Agricultural,Government,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,400.0,TN-34,Vellore,N/A,Thermal Power Expansion: Vellore 34
16976.909252794547,7.3,5,0,6.847341792959661,Mixed,Government,High,Low,Red Soil,No,No,Complete,Not Issued,Negotiation,Moderate,400.0,TN-35,Tiruchirappalli,N/A,Thermal Power Expansion: Tiruchirappalli 35
18684.427391311052,6.1,5,6,3.1653180185632737,Residential,Individual,High,Medium,Black Soil,No,No,Complete,Issued,Not Started,Poor,400.0,TN-36,Coimbatore,N/A,Slum Rehabilitation: Coimbatore 36
4862.9961588065635,7.1,4,0,26.625825814508808,Residential,Private Company,Low,Medium,Red Soil,No,No,Partial,Not Issued,Paid,Moderate,400.0,TN-37,Erode,N/A,Slum Rehabilitation: Erode 37
5121.738678606034,7.1,4,0,20.26913509829904,Residential,Private Company,Low,Medium,Red Soil,No,No,Partial,Not Issued,Paid,Moderate,400.0,TN-38,Ranipet,N/A,Bypass Road: Ranipet 38
18296.376479384253,6.6,5,5,33.41240546704906,Agricultural,Government,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,400.0,TN-39,Kancheepuram,N/A,Metro Line: Kancheepuram 39
13027.641055786975,6.8,1,6,6.273439039536948,Commercial,Joint,High,Low,Red Soil,No,No,Complete,Issued,Approved,Poor,400.0,TN-40,Thoothukudi,N/A,Slum Rehabilitation: Thoothukudi 40
13535.271854635812,6.4,2,1,17.14765536225992,Residential,Individual,Low,High,Red Soil,No,No,Complete,Issued,Approved,Good,400.0,TN-41,Thanjavur,N/A,Industrial Park: Thanjavur 41
8989.363419408977,6.2,3,0,25.55977776678009,Industrial,Government,Low,Medium,Sandy Loam,No,No,Partial,Not Issued,Paid,Good,400.0,TN-42,Karur,N/A,New Terminal: Karur 42
16379.638566458576,6.2,5,2,5.787198120525096,Agricultural,Joint,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,134.57762553980493,TN-43,Madurai,N/A,Industrial Park: Madurai 43
7568.895517785786,6.0,1,0,0.0,Residential,Government,Low,High,Black Soil,No,No,Complete,Issued,Not Started,Moderate,400.0,TN-44,Chennai,N/A,Metro Line: Chennai 44
2887.4265204531707,7.8,3,2,14.597752939357518,Agricultural,Government,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,400.0,TN-45,Erode,N/A,Wind Park: Erode 45
19689.063342742997,7.8,5,6,39.88605243407794,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,400.0,TN-46,Dharmapuri,N/A,Tech Park: Dharmapuri 46
21082.692064749415,6.2,2,6,19.964366958948304,Agricultural,Joint,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,400.0,TN-47,Krishnagiri,N/A,IT Corridor: Krishnagiri 47
7200.273637225558,7.0,4,0,28.3224387554654,Residential,Joint,Medium,Medium,Black Soil,Yes,Yes,Complete,Not Issued,Negotiation,Good,400.0,TN-48,Villupuram,N/A,New Terminal: Villupuram 48
1530.4805309391556,6.8,3,2,33.13467296799475,Industrial,Individual,Low,Low,Black Soil,No,No,Complete,Issued,Under Review,Moderate,400.0,TN-49,Vellore,N/A,Freight Corridor: Vellore 49
16997.832733320505,8.1,5,3,17.400423581097133,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,400.0,TN-50,Karur,N/A,Thermal Power Expansion: Karur 50
17955.8590945083,6.2,4,0,1.1631190571356527,Agricultural,Private Company,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,400.0,TN-51,Thanjavur,N/A,New Terminal: Thanjavur 51
10629.592407995427,7.3,5,6,9.207898636395344,Residential,Private Company,Low,Medium,Clay Loam,No,No,Partial,Issued,Paid,Moderate,400.0,TN-52,Thoothukudi,N/A,Bypass Road: Thoothukudi 52
18978.5859115679,7.6,5,0,7.980400493164673,Mixed,Individual,Medium,High,Alluvial,Yes,No,Complete,Issued,Approved,Moderate,400.0,TN-53,Thanjavur,N/A,State Highway Expansion: Thanjavur 53
14726.382191101025,7.0,2,0,36.250457483125444,Residential,Individual,Low,Low,Red Soil,No,No,Incomplete,Issued,Under Review,Good,80.11756029222484,TN-54,Tiruchirappalli,N/A,Affordable Housing: Tiruchirappalli 54
8133.759894091708,7.0,4,0,21.902885386731455,Residential,Joint,Medium,Medium,Black Soil,Yes,Yes,Complete,Not Issued,Negotiation,Good,120.28536590380516,TN-55,Chengalpattu,N/A,Affordable Housing: Chengalpattu 55
11363.542358387032,6.6,2,4,11.19005274981302,Commercial,Private Company,Medium,Medium,Alluvial,No,No,Complete,Issued,Not Started,Good,183.45770449205364,TN-56,Tiruvallur,N/A,Industrial Park: Tiruvallur 56
2533.5400676844215,5.8,1,0,0.7995096583644754,Residential,Private Company,Medium,High,Clay Loam,No,No,Complete,Not Issued,Under Review,Moderate,400.0,TN-57,Namakkal,N/A,Port Expansion: Namakkal 57
10334.030205716139,5.6,4,0,16.158198547704746,Residential,Joint,Low,High,Red Soil,Yes,No,Partial,Issued,Under Review,Moderate,386.7977876233445,TN-58,Ranipet,N/A,Railway Corridor: Ranipet 58
24907.072311549837,6.2,4,0,4.574372635851589,Agricultural,Private Company,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,110.87976691121831,TN-59,Thanjavur,N/A,Slum Rehabilitation: Thanjavur 59
14174.632836095749,7.6,5,6,4.403973960732715,Agricultural,Joint,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,400.0,TN-60,Tiruchirappalli,N/A,Industrial Park: Tiruchirappalli 60
10560.226637592545,7.3,5,6,15.241074956970827,Residential,Private Company,Low,Medium,Clay Loam,No,No,Partial,Issued,Paid,Moderate,400.0,TN-61,Cuddalore,N/A,Freight Corridor: Cuddalore 61
14859.394623542852,6.1,5,6,8.764186299640542,Residential,Individual,High,Medium,Black Soil,No,No,Complete,Issued,Not Started,Poor,250.0932342320997,TN-62,Karur,N/A,Manufacturing Hub: Karur 62
4708.195998241884,7.1,4,0,23.732624764356014,Residential,Private Company,Low,Medium,Red Soil,No,No,Partial,Not Issued,Paid,Moderate,400.0,TN-63,Coimbatore,N/A,Metro Line: Coimbatore 63
21544.007016845142,7.0,3,2,19.15159870697377,Residential,Individual,Low,High,Alluvial,No,No,Complete,Issued,Approved,Good,400.0,TN-64,Coimbatore,N/A,Rail Link: Coimbatore 64
28929.534819913686,7.6,5,0,9.439965465817803,Mixed,Individual,Medium,High,Alluvial,Yes,No,Complete,Issued,Approved,Moderate,400.0,TN-65,Cuddalore,N/A,Affordable Housing: Cuddalore 65
4541.893642311864,6.2,4,3,15.287752607727782,Commercial,Individual,High,High,Black Soil,No,No,Complete,Issued,Approved,Moderate,400.0,TN-66,Villupuram,N/A,Urban Rail Corridor: Villupuram 66
22104.272196721126,7.0,3,2,17.485873852434246,Residential,Individual,Low,High,Alluvial,No,No,Complete,Issued,Approved,Good,254.144044656789,TN-67,Salem,N/A,Metro Line: Salem 67
11785.134355158565,6.8,1,6,2.6370116243244923,Commercial,Joint,High,Low,Red Soil,No,No,Complete,Issued,Approved,Poor,400.0,TN-68,Chennai,N/A,Tech Park: Chennai 68
3280.2590586498573,5.8,1,0,17.065747661485872,Residential,Private Company,Medium,High,Clay Loam,No,No,Complete,Not Issued,Under Review,Moderate,400.0,TN-69,Erode,N/A,Railway Corridor: Erode 69
24645.209896141947,7.6,5,0,9.210252991603364,Mixed,Individual,Medium,High,Alluvial,Yes,No,Complete,Issued,Approved,Moderate,400.0,TN-70,Thanjavur,N/A,Freight Corridor: Thanjavur 70
20748.4533219778,7.4,5,3,6.544290723945256,Commercial,Government,Medium,Low,Alluvial,No,No,Partial,Issued,Negotiation,Poor,400.0,TN-71,Namakkal,N/A,Solar Park: Namakkal 71
1604.474292781,6.8,3,2,31.30463309010834,Industrial,Individual,Low,Low,Black Soil,No,No,Complete,Issued,Under Review,Moderate,400.0,TN-72,Salem,N/A,Industrial Park: Salem 72
17939.265067151984,7.9,1,3,25.82528529734762,Industrial,Individual,Low,High,Clay Loam,No,No,Incomplete,Issued,Under Review,Good,400.0,TN-73,Cuddalore,N/A,Port Expansion: Cuddalore 73
16917.748619517486,6.2,5,2,15.389196219126408,Agricultural,Joint,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,400.0,TN-74,Vellore,N/A,SEZ: Vellore 74
8657.177357317818,7.0,4,0,27.112518128729203,Residential,Joint,Medium,Medium,Black Soil,Yes,Yes,Complete,Not Issued,Negotiation,Good,367.2221369493421,TN-75,Tiruchirappalli,N/A,New Terminal: Tiruchirappalli 75
20895.009097169284,6.4,2,1,16.435595493453484,Residential,Individual,Low,High,Red Soil,No,No,Complete,Issued,Approved,Good,156.49739023048807,TN-76,Coimbatore,N/A,NH Upgrade: Coimbatore 76
15770.164308784151,7.7,2,3,0.0,Mixed,Individual,Low,High,Red Soil,No,No,Partial,Issued,Under Review,Moderate,400.0,TN-77,Cuddalore,N/A,Tech Park: Cuddalore 77
9078.622909583211,5.6,4,0,14.269267907586867,Residential,Joint,Low,High,Red Soil,Yes,No,Partial,Issued,Under Review,Moderate,400.0,TN-78,Thoothukudi,N/A,Slum Rehabilitation: Thoothukudi 78
26486.11929866302,7.4,5,3,9.50656954929904,Commercial,Government,Medium,Low,Alluvial,No,No,Partial,Issued,Negotiation,Poor,258.3614638081721,TN-79,Chengalpattu,N/A,Bypass Road: Chengalpattu 79
15973.356124934871,7.0,2,0,34.89197675846157,Residential,Individual,Low,Low,Red Soil,No,No,Incomplete,Issued,Under Review,Good,400.0,TN-80,Kancheepuram,N/A,IT Corridor: Kancheepuram 80
